Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guyana,GUY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.09893799,,,,,96.68966675,,,,,,
High income,HIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.94271851,,,,,,93.92430878,,,95.15068817,95.92500305,94.9809494,95.06649017,95.67707062,96.00750732,96.12654114,,96.51583862,,
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,56.76050949,57.34289169,57.4548111,57.97821045,58.31888962,58.00048065,57.65114975,57.70954132,57.76216125,57.56119919,57.81108093,58.22986984,58.02867126,58.83695984,59.39746857,59.8939209,61.58145905,62.37760162,63.83546829,63.06124115,61.69855118,63.25246811,63.66099167,64.13070679,65.27207184,67.61210632,69.35936737,70.38632202,71.30922699,72.02694702,72.63548279,73.63168335,74.1113205,74.70010376,
Croatia,HRV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.63588715,,,,,,,,,,99.64864349,,,,,,,,,,99.72363281,,,,,,,,,
Haiti,HTI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,51.15301895,,,,,,,,,,,,,,,,,,,,,81.61633301,,,72.34671783,,,,,,,,,,82.99424744,,,,
Hungary,HUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,99.37114716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.80000305,,,,,,
IBRD only,IBD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,76.51641083,76.58531189,76.86859131,77.6531601,78.42138672,79.13912201,79.79437256,80.54974365,81.09062195,81.75076294,82.32041168,82.84612274,83.70350647,84.42095184,84.86044312,85.32878113,85.74121857,86.17801666,86.47039032,86.83776093,87.2366333,87.6051178,88.79245758,89.75467682,90.06188202,90.40325165,90.76683044,91.20136261,91.75169373,92.1472702,92.51120758,92.69611359,93.35240936,93.87583923,93.9651413,93.96276093,94.22937775,94.84017944,95.09662628,95.48133087,95.40836334,95.85845947,96.06330109,95.87280273,96.07543945,
IDA & IBRD total,IBT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.84026337,72.88784027,73.13034058,73.7798996,74.41732025,75.00466919,75.54886627,76.20581818,76.68824005,77.27217865,77.78231812,78.24578857,79.00717163,79.74957275,80.17868042,80.60569,80.88126373,81.32939911,81.6466217,81.98612213,82.32129669,82.65032959,83.61107635,84.47112274,84.84104156,84.87175751,85.23458099,85.82460022,86.40984344,86.94599915,87.10075378,87.4359436,87.31699371,88.20760345,88.28266907,88.34197998,88.58943939,89.20809174,89.58379364,89.92649841,89.97284698,90.44724274,90.65627289,90.57180023,90.78784943,
IDA total,IDA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,61.01433945,61.10496902,61.33494186,61.57355118,61.8483696,62.1663208,62.82891846,63.51515961,64.20117188,64.99926758,65.55969238,67.97222137,70.03862762,70.981987,71.8744278,72.77133942,73.51389313,74.04991913,74.83149719,71.1353302,71.78404999,72.19271851,72.82430267,73.50128174,72.82704163,77.21595001,71.92458344,74.02675629,74.35697174,74.71272278,74.82691193,75.96127319,75.85897064,76.5712204,77.28214264,77.95291138,78.07009888,78.76010895,79.16139221,
Indonesia,IDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,85.43708801,,,,,,,,,,96.20755768,,,,,,,,,,,,,,98.70545959,,96.65103912,,99.46011353,99.47373962,,98.77799988,,,99.68022156,99.67006683,99.66880798,,99.70707703,,
IDA only,IDX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,52.8399086,53.24475861,53.58781815,53.98439026,54.43379974,54.77299881,55.22433853,56.53873825,57.25788879,57.83584976,57.78253937,58.08824158,58.4825592,59.15763092,59.64041901,60.13299942,60.68405914,61.87059021,62.95695877,63.73696899,64.27758789,65.93195343,66.80697632,68.1530304,68.00100708,67.33634949,66.59488678,69.14766693,69.64929199,70.52002716,71.47283173,72.6492691,74.54750824,75.29282379,76.13294983,77.17355347,77.95118713,78.30097961,78.88487244,
Isle of Man,IMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,53.78456879,,,,,,,,,,61.90028,,,,,,,,,,76.42569733,,,,,81.13085938,,,,,86.1448822,,,,,,,91.66403961,,
Not classified,INX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,56.45386124,,,,,,,,,,75.20490265,,,,,86.97425842,,,,,93.02829742,,,,,,,,,97.43153381,96.64370728,,97.87142944,,,,98.01439667,97.77729797,97.93786621,,98.10134888,,,,
Iraq,IRQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.79679871,,,,,,,,,,,,83.5,80.80000305,88.80000305,,90.90000153,93.5,,,
Iceland,ISL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,98.56285858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.64337921,,,,,,,,,,,,,,,,,,,,99.81213379,,,,,,,,,,99.85964203,,,,,,,99.93000031,,
Jamaica,JAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.60340881,,,,,,,,,,,,,,,96.30000305,,,,,,
Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,90.50849152,,,,,,,,,,,,,,,,,,,,,,,,99.13259125,,98.97538757,,98.94934082,,,98.76235199,99.14868164,99.10572052,,,,,,99.34374237,,
Japan,JPN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72572327,,,,,,,,,,99.84513092,,,,,,,,,,99.8345108,99.89736176,,,,,,,,99.89736176,,
Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52818298,,,,,,,82.39047241,,,,,,,86.52562714,,,,87.83000183,,
Kyrgyz Republic,KGZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.69563293,,,,,,,,,,99.75184631,,,,,,,,,99.75,,
Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31820679,,,,,,83.38285828,,,,87.47138214,87.12393188,,,,,90.14186859,92.21235657,,,,,
Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.95417023,,,,,,,,,,,,
Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.22216034,,,,,78.97544098,,,,,87.45606232,,,,,,,,,,92.0430603,,,,,,,,,,99.73336029,98.51216888,98.44722748,98.64334869,,98.89910889,,98.78225708,99.15374756,,99.25908661,,99.24358368,99.08013153,,
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,87.15576172,87.1681366,87.44780731,87.74414825,88.05151367,88.24755859,88.33158875,88.53588867,88.72570038,88.91432953,89.10439301,89.30162811,89.48361206,89.6843338,90.00598145,90.31590271,90.60053253,91.24389648,91.90068054,92.54297638,93.17430878,93.80673981,94.13626099,94.24255371,94.54483795,94.74578857,94.95842743,95.07698059,95.45884705,96.23216248,96.36309052,96.55007935,96.67861938,96.94465637,97.08779144,97.41976929,97.27851868,97.72982025,97.88726807,97.87355042,98.20349884,98.30403137,98.42588806,98.47377777,98.54975128,98.59822845,
Lao PDR,LAO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13362885,,,,,80.59855652,78.45799255,,,,83.93106079,,,,,,72.05622864,,,,92.46263885,,,,,
Lebanon,LBN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71479034,,99.24334717,,,,,,,,,99.75182343,,
Liberia,LBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,47.63378906,,,,,,,,,,,,,,,,,,,,,,,49.07410812,,,,,,,,,,55.39870071,,,
Libya,LBY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,89.33789825,,,,,,,,,,97.90000153,,,,,,,,,,99.59999847,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,87.71195984,87.71935272,87.98008728,88.25710297,88.54853058,88.73332214,88.81054688,88.99915314,89.17108154,89.34542084,89.52158356,89.70509338,89.87473297,90.05004883,90.34873199,90.67627716,90.94159698,91.54891205,92.16847229,92.77413177,93.37168884,93.97080231,94.2828064,94.38707733,94.67433929,94.86910248,95.07247162,95.19461823,95.56626129,96.31387329,96.4487381,96.63700867,96.76180267,97.02561951,97.16536713,97.47637939,97.34216309,97.78910828,97.93991089,97.91776276,98.23397064,98.30744934,98.43202972,98.47007751,98.54553223,98.59455872,
Least developed countries: UN classification,LDC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,50.95006943,51.37451935,51.71833038,52.10227966,52.54404831,52.8622818,53.30400848,54.71313858,55.42871094,56.01256943,55.89699936,56.18888855,56.57743073,57.27526855,58.15439987,58.63505936,59.16796112,60.40262985,61.51644135,62.00534058,62.47396851,64.14302063,65.13365173,66.54264832,66.30222321,65.50588989,64.49069977,67.21523285,68.19026947,69.13639832,70.19722748,71.53903198,73.62081146,74.3454895,75.26799011,76.40364838,77.24867249,77.6322403,78.25923157,
Low income,LIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.17969894,57.63737869,58.00600815,57.58226013,57.0453186,56.89907837,56.79529953,57.04663086,57.15805054,57.44305038,57.86222839,58.22161102,58.23770142,58.76111984,61.08441925,61.68679047,63.44424057,62.74311066,61.28221893,62.79323959,63.41411972,64.30345917,64.95810699,67.42302704,68.34880829,69.58264923,70.04918671,70.72305298,71.29221344,72.22251892,72.59011841,73.05502319,
Liechtenstein,LIE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,91.04334259,,,,,,,,,,,,,,,,,,,,95.58863068,,,,,97.48406219,,97.98179626,,98.15792847,,,,,,98.68898773,98.85646057,98.78193665,,
Lower middle income,LMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,58.68209839,58.71889877,59.23022079,59.6905098,60.08673096,60.42945099,60.64318848,61.11584091,61.51988983,62.01176071,62.53578186,63.04693985,63.75918961,64.26519775,65.26519012,66.21208191,66.99098969,68.31326294,69.2783432,70.31137085,71.22145081,72.18475342,73.01096344,75.24716187,76.27410889,76.50005341,77.27259064,78.07193756,79.0140686,79.79795074,80.28617096,81.59040833,81.00045013,82.77468872,83.33271027,83.66761017,84.02822876,85.07495117,86.01477814,86.74701691,87.48635101,88.04575348,88.48954773,88.96788025,89.43322754,
Low & middle income,LMY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.41114807,72.47943878,72.74984741,73.43483734,74.10649872,74.724823,75.29863739,75.98259735,76.48600769,77.08876038,77.61421204,78.08807373,78.86210632,79.61360931,80.04245758,80.4703064,80.74429321,81.19008636,81.50283051,81.83805847,82.17008972,82.49759674,83.46311188,84.32913208,84.70539856,84.73748779,85.10707092,85.70836639,86.30422974,86.85005951,87.01056671,87.35331726,87.23731232,88.13816833,88.21407318,88.27707672,88.52742004,89.15234375,89.53366089,89.88052368,89.92871857,90.40680695,90.61985016,90.53675079,90.75514221,
Lesotho,LSO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92690277,,,,,,,,,83.19441223,,,,,86.63220215,,,,,,
Late-demographic dividend,LTE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,85.81391144,85.8390274,86.78320313,87.69271851,88.56539917,89.30761719,90.06346893,90.47039032,91.00180817,91.49194336,91.91280365,92.35896301,93.49598694,93.61950684,93.74394989,94.00942993,94.23441315,94.47090149,94.70211792,94.95529938,95.18396759,97.20548248,97.28997803,97.37930298,97.48651886,97.62690735,97.77490234,98.07939911,98.21060944,98.33338928,98.45950317,98.74601746,98.8083725,98.83296204,98.8265686,98.96315765,99.15901947,99.22879028,99.27664185,99.2938385,99.35610199,99.38565063,99.40293121,99.44243622,
Lithuania,LTU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.67375946,,,,,,,,,,,,99.70166779,,,,,,,,,,99.85579681,,,,,,,,,
Luxembourg,LUX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78440857,,,,,,,,,,,99.7502594,,,,,,,,,,,99.83542633,,,,,,,99.81999969,,
"Macao SAR, China",MAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,94.70311737,,,,,,,,,,,,,,,,,,,,99.63353729,,,,,99.64424133,,,,,99.67289734,,,,,99.79873657,,,,
St. Martin (French part),MAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,44.13793945,,,,,,,,,,,,58.43489075,,,,,,,,,,70.4575882,,,,77.86296082,79.47368622,,81.5100708,91.22096252,,,,,,97.73000336,,
Monaco,MCO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72934723,,,,,,,,,,,99.52507782,,,,99.5192337,,,99.55127716,,99.48919678,99.5115509,,99.4561615,,99.81101227,,,,,,
Madagascar,MDG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.23622131,,,,,57.63058853,,,,64.94024658,,,76.8291626,,,,,,81.19837189,,
Maldives,MDV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,85.60897827,,,,,,,,95.53618622,,,,,98.19962311,,,,,98.17012024,,,,,98.17012024,,,,,,99.30101013,,,,,,,,99.26837921,,98.75364685,,,,
Middle East & North Africa,MEA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,59.17702103,59.80675888,60.46741867,61.05841827,61.85522842,62.62768936,63.42078018,64.31716156,65.29132843,66.21060181,67.41741943,68.77393341,70.12632751,71.60420227,72.69026947,73.95806122,75.13626099,77.46482849,78.99828339,80.04138947,80.00978851,80.94982147,82.25942993,83.22393799,83.9835968,84.63144684,85.31643677,85.94499207,86.71948242,87.59542847,88.54904938,89.08985901,89.51960754,89.57164764,90.18421936,90.91007233,88.65794373,88.93476105,88.99495697,92.61231232,92.98097229,93.9331665,90.77455902,93.01966095,93.59565735,89.9019928,90.1192627,
Mexico,MEX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,91.94719696,,,,,,,,,,95.41824341,,,,,,,,,,96.6122818,,97.60458374,,97.56443787,97.63584137,97.8956604,98.15608978,98.38230133,98.5246582,98.43451691,98.4617691,98.87541962,98.5644989,99.00003815,98.94470978,99.11620331,99.12468719,99.31845093,,
Marshall Islands,MHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.45877838,,,,,,,,,
Middle income,MIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,73.88130188,73.92952728,74.19130707,74.89315796,75.5758667,76.20957184,76.77739716,77.47080231,77.97052765,78.58753204,79.12116241,79.61437225,80.4154892,81.21298981,81.66594696,82.12889862,82.48828125,83.04657745,83.43682098,83.85221863,84.23841095,84.62525177,85.69564819,86.64958954,87.07273102,87.14559174,87.53436279,88.00273132,88.62227631,89.0821228,89.36322784,89.92471313,89.69934082,90.6905899,90.75244141,90.83013916,90.91432953,91.59004974,91.9593277,92.38034058,92.43292999,92.97615051,93.16340637,93.08412933,93.3320694,
North Macedonia,MKD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86116791,,,,,,,,98.74269867,,,,,,,,,,,,98.59999847,,,,,,
Mali,MLI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,19.6462307,,,,,,,,,,,,,,,,,,,,,,24.1866703,,,,,,,,38.81612015,,,,44.30170822,42.09527969,,,,49.36653137,,,50.13470078,,
Malta,MLT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,97.86695862,,,,,,,,,,96.03227234,,,,,,,,,,98.26502991,,,,,,98.88194275,,,,,,,99.30071259,,
Myanmar,MMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,84.89707184,,,,,,,,,,,,,,,,,94.58631134,,,,,,,,,,,,,,,,84.75115967,,,,
Middle East & North Africa (excluding high income),MNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,56.05783844,56.75201035,57.43833923,58.15565109,58.77415848,59.62086105,60.44733047,61.30667114,62.28160095,63.28778076,64.20815277,65.50404358,66.95835114,68.43054962,69.98760223,71.12483215,72.39514923,73.5874176,76.07611847,77.69351196,78.87000275,78.76789093,79.77246857,81.18044281,82.16490936,82.93961334,83.46170044,84.18863678,84.86740875,85.65808105,86.58071899,87.71652985,88.27944183,88.71154785,88.69299316,89.31420898,90.07714844,87.47093201,87.76422882,87.68283081,91.76328278,92.17578125,93.25112915,89.65960693,92.20207977,92.85199738,88.64759064,88.90773773,
Montenegro,MNE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,98.73014069,,,,,,,,,,99.14585876,,,,,,,,,,,,99.41027069,,,,,,,,99.21182251,,,,,,,99.11000061,,
Mongolia,MNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.71012115,,,,,,,,,,98.46025085,,,,,,,,98.62999725,,
Northern Mariana Islands,MNP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,43.64435959,,,,,,,,,,,,,,,,,46.97000122,,,,,,61.89289093,,,,,,67.14964294,,,,,,70.52510071,,70.9124527,,,
Mauritania,MRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.33665085,,,,,,,56.12242889,,,,,,,,,,63.94781113,,,
Mauritius,MUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.19199371,,,,,,,,,,94.53896332,,,,,,,,,,,98.13034821,,,,,,,99.04203033,,
Malawi,MWI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.01768875,,,,,,,,,,,76.00749969,,,,,,,,,,,,72.13955688,,,,76.08190918,72.93560791,,,,,
Malaysia,MYS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,87.96864319,,,,,,,,,,,95.56388092,,,,,,,,,97.2378006,,,,,,,,,,98.4187088,,,,,,97.61447144,97.27256012,96.85032654,,
North America,NAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.11242676,,,,,,,,,,92.42437744,,,,,,87.09541321,,,,94.41944122,,,,,,,95.16490173,,
New Caledonia,NCL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,97.4641571,,,,,,,,,,,,,98.7569809,,,,,,,99.09288025,,,,,,,,,,,,,,,,,,99.19999695,,,,,,
Niger,NER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79118919,,,,36.54677963,,,,,,,39.78773117,,,,,,43.45999908,,
Nigeria,NGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1890564,,,,,,,,,,,,68.99378204,,,78.69442749,,66.38353729,,,,,,,,,,75.02874756,,
Nicaragua,NIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22251892,,,,87.00924683,,,,,,,,,,91.57177734,,,,,
Netherlands,NLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
